1414.9,967.8,862.03,2
1414.2,967.73,861.97,2
1414.1,967.97,862.2,2
1414.7,968.33,862.53,2
1415.07,968.6,862.77,2
1412.57,967.13,861.43,2
1411.87,967.07,861.47,2
1410.17,966.03,860.6,2
1410.1,966.23,860.7,2
1411.5,967.5,861.87,2
1175.1,836.17,755.17,2
1342.97,919.83,805.3,2
1344.77,921.23,806.4,2
1345.43,921.93,806.97,2
1348.37,924.07,808.83,2
1646.03,1120.93,976.23,2
1705.9,1158.8,1006.87,2
1707.1,1159.6,1007.83,2
1708.8,1161,1009,2
1710.1,1161.73,1009.57,2
1709.2,1161.33,1009.4,2
1710.5,1162.47,1010.23,2
1709.5,1161.63,1009.67,2
1710.47,1162.43,1010.33,2
1761.83,1180.83,1052.73,2
1774.37,1188.23,1059.07,2
1781.77,1192.47,1062.13,2
1782.27,1193.03,1062.57,2
1783.47,1194.03,1063.77,2
1781.97,1193.1,1062.97,2
1782.87,1193.8,1063.7,2
1782.8,1193.87,1063.8,2
1785.73,1196.1,1065.5,2
1784.33,1195.27,1064.93,2
1783.73,1195.13,1065,2
1784.5,1195.9,1065.63,2
1842.5,1212.47,1085.87,2
1843.3,1213,1086.2,2
1841.33,1211.9,1085.17,2
1844,1213.67,1086.87,2
1843.63,1213.5,1086.8,2
1843.6,1213.57,1087.07,2
1843.5,1213.77,1087.1,2
1842.13,1212.97,1086.5,2
1841.73,1212.83,1086.4,2
1843.7,1214.1,1087.6,2
1842.67,1213.47,1087.07,2
1844.33,1214.73,1088.1,2
1845.37,1215.3,1088.67,2
1845.67,1215.57,1089.1,2
1383.23,1019.47,902.63,2
1382.87,1019.53,902.7,2
1381.23,1018.23,901.83,2
1380.6,1017.87,901.6,2
1380.7,1017.9,901.47,2
1378.77,1016.73,900.63,2
1378.6,1016.83,900.9,2
1377.47,1016.1,900.13,2
1375.33,1014.47,898.83,2
1374.9,1014.17,898.6,2
1376.87,1015.67,899.87,2
1377.67,1016.27,900.33,2
1379.73,1017.9,901.87,2
1927.93,1260.1,1094.4,2
1927.5,1259.73,1094.13,2
1927.37,1259.8,1094.27,2
1930.13,1261.57,1095.67,2
1926.03,1258.97,1093.57,2
1926.1,1258.87,1093.37,2
1931.47,1262.6,1096.63,2
2289.43,1472.03,1295.03,2
2291.13,1473.3,1296.17,2
2292.33,1473.9,1296.77,2
2288.63,1471.6,1295.07,2
2287.9,1471.47,1294.7,2
2286.23,1470.4,1293.97,2
2286.93,1471,1294.43,2
1532.53,1052.1,934.57,2
1533.3,1052.37,935,2
1532.5,1052.2,934.7,2
1531.87,1051.7,934.4,2
1532.7,1052.23,935.1,2
1532.8,1052.2,935.03,2
1532.37,1052.27,935.03,2
1533,1053.2,935.47,2
1534.03,1053.67,936.07,2
1532.97,1053.4,935.7,2
1532,1052.67,935.2,2
1532.07,1052.83,935.47,2
1532.2,1053,935.53,2
1379.5,984.8,882.23,2
1280.17,953.07,857.53,2
1344.17,994.67,890.3,2
1344.57,994.93,890.53,2
1343.33,993.8,889.7,2
1269.43,956.47,857.07,2
1462.23,1059.9,946,2
1492.97,1074.17,958.87,2
1496.53,1076.7,960.93,2
1496.7,1076.7,961.13,2
1496.53,1076.4,960.93,2
1498.8,1078.2,962.33,2
1497.7,1077.2,961.67,2
1504.6,1080.87,964.7,2
1224.87,940.93,840.2,2
1397.43,1029.27,908.97,2
1395.03,1028.13,908.03,2
1395.4,1028.47,908.57,2
1393.73,1027.57,907.8,2
1396,1029.5,909.37,2
1396.07,1029.83,909.63,2
1395.43,1029.33,909.37,2
1371.53,1021.27,901.7,2
1433.23,1005.47,901.43,2
1488.17,1029.8,923.3,2
1488.3,1029.87,923.47,2
1489.3,1030.53,924.03,2
1489,1030.37,923.9,2
1489.37,1030.57,924.03,2
1489.97,1031,924.53,2
1348.3,971.33,874.1,2
1381.7,995.07,894.03,2
1380.1,994.2,893.13,2
1380.4,994.53,893.73,2
1381.23,995.43,894.23,2
1381.37,995.5,894.83,2
1381.33,995.73,894.67,2
1381.43,995.47,894.87,2
1380.47,994.97,894.27,2
1382.1,996.37,895.57,2
1381.17,995.73,894.97,2
